,lng,lat,timestamp_added,reward_scale,owner,nonce,name,location,last_poc_challenge,last_change_block,gain,elevation,block_added,block,address,short_street,short_state,short_country,short_city,long_street,long_state,long_country,long_city,city_id,online,listen_addrs,height
16880,16.288207032327715,60.54210231179623,2021-02-04T16:40:11.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,2,flaky-raspberry-parakeet,8c0884a5c81d7ff,838826.0,838826,12.0,0.0,704847,838837,112T38tgAse9LJ9ErAhb2JHkRrmc5A8zwwWvKgQRXPmHKhiE98yS,Smålandsgatan,Gävleborgs län,SE,Hofors,Smålandsgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/ip4/2.64.122.108/tcp/44158'],838692.0
16929,13.425697519649114,57.803074054520096,2021-02-03T18:26:13.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,quick-sapphire-liger,8c08b615370adff,838537.0,838819,12.0,0.0,703633,838837,11bQNxMiMgoVGhaLvvF6VNPzfbqLo9twz144kbzoG5FxyY5hQjB,Stenmursgatan,Västra Götalands län,SE,Ulricehamn SO,Stenmursgatan,Västra Götalands län,Sweden,Ulricehamn SO,dWxyaWNlaGFtbiBzb3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11qY6TpgoBoCaUWSJT6z6fFMtkh471GGHRKeHKYtNs9AWzpwLtZ/p2p-circuit/p2p/11bQNxMiMgoVGhaLvvF6VNPzfbqLo9twz144kbzoG5FxyY5hQjB'],838733.0
16932,13.43199254167961,57.806607483404065,2021-02-03T17:32:41.000000Z,0.3333282470703125,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,hidden-topaz-cougar,8c08b61536695ff,838648.0,838778,12.0,0.0,703575,838837,11r3qBKtv82Zsgg8zxWNV8wg2mnt7R2BwfFoofNsVyLzBHeKsD8,Tåmarksgatan,Västra Götalands län,SE,Ulricehamn SO,Tåmarksgatan,Västra Götalands län,Sweden,Ulricehamn SO,dWxyaWNlaGFtbiBzb3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/81.234.116.176/tcp/44158'],838704.0
16938,13.42355623008939,57.79304327677118,2021-02-03T15:56:58.000000Z,1.0,14a1EcchN6gaqHzSh9u2NMuNCSzqWhxU11TWbsJG8Sn9q98bkCL,1,dancing-green-haddock,8c08b602c8707ff,832157.0,832233,12.0,0.0,703462,838837,112q8rTqZotzh5HX3YjdYnZNPBu9UwTLre7djU8cWZ1SVuCn4U5e,Riddarebacken,Västra Götalands län,SE,Ulricehamn,Riddarebacken,Västra Götalands län,Sweden,Ulricehamn,dWxyaWNlaGFtbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,offline,,832242.0
16942,13.436031374606145,57.85867285613787,2021-02-03T14:33:14.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,bubbly-foggy-hamster,8c08b615d3769ff,838645.0,838800,12.0,0.0,703376,838837,112jWCz1p7J2M3rXW3FdqEi1HBPrQYWeWZ87DB2ASmidjUKRMKAF,Sjätte ringvägen,Västra Götalands län,SE,Ulricehamn NO,Sjätte ringvägen,Västra Götalands län,Sweden,Ulricehamn NO,dWxyaWNlaGFtbiBub3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/p2p/11UfxkAWzFhYdvFF5QT8W6DUBkmHrqv2s4T8qvkgwReoC8Yj8Po/p2p-circuit/p2p/112jWCz1p7J2M3rXW3FdqEi1HBPrQYWeWZ87DB2ASmidjUKRMKAF'],838777.0
16950,13.006740223703558,57.72901438422663,2021-02-03T08:31:10.000000Z,0.5,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,gentle-concrete-swallow,8c08b688ec091ff,838727.0,838777,12.0,0.0,703072,838837,112uMtzhUEfEV3z1SjuTSKLY1PXJY2tHhorFEPR2SeW9aCJgR2dM,Aspgatan,Västra Götalands län,SE,Brämhult,Aspgatan,Västra Götalands län,Sweden,Brämhult,YnLDpG1odWx0dsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/p2p/11AKdVtGj4ng8XkKD5aCMLKa33mm5myGL6wrdagnPspCfhu4Hhn/p2p-circuit/p2p/112uMtzhUEfEV3z1SjuTSKLY1PXJY2tHhorFEPR2SeW9aCJgR2dM'],838771.0
16951,18.048404972441542,59.333290899978216,2021-02-03T08:07:22.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,flat-taffy-squid,8c088661dd8d5ff,838807.0,838825,12.0,0.0,703056,838837,11PStLNAtj8K8urXQJ9E9LHg5bmZ1EeZMDLtoULXZXyeTyNnnTN,Pipersgatan,Stockholms län,SE,Kungsholmen,Pipersgatan,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/p2p/112u2b57bx6wJiUCMnYReFQw7vDgiVxUB51Kw5mEAELThNrmtyQs/p2p-circuit/p2p/11PStLNAtj8K8urXQJ9E9LHg5bmZ1EeZMDLtoULXZXyeTyNnnTN'],838663.0
16976,13.42448384638061,57.86426958659723,2021-02-02T18:53:52.000000Z,1.0,14HzZRyju96jHNPjnk3KZFuz8scmK9q4MTJPr7bYdFEo6WYJEmM,1,glorious-metal-penguin,8c08b614e612dff,838662.0,838712,12.0,0.0,702237,838837,112opfusP3G3pXxUfz8s9fCDf59fE1SrspTZttf2UKYiUiCTvFkc,Björklövsvägen,Västra Götalands län,SE,Timmele,Björklövsvägen,Västra Götalands län,Sweden,Timmele,dGltbWVsZXbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,"['/ip4/46.194.162.125/tcp/44158', '/ip4/46.194.173.235/tcp/44158']",838720.0
16982,13.556901814082044,58.173449199696705,2021-02-02T18:30:28.000000Z,0.625,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,thankful-burgundy-cougar,8c08b6a580051ff,838810.0,838810,12.0,0.0,702209,838837,112TJsJAHqAuMKE7B4APxuqzaRW5uh9mYjHKoEfiXfzM4QXnzbKf,Wetterlinsgatan,Västra Götalands län,SE,Dotorp-Ranten,Wetterlinsgatan,Västra Götalands län,Sweden,Dotorp-Ranten,ZG90b3JwLXJhbnRlbnbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/78.66.63.108/tcp/49454'],838783.0
17006,13.546034336671484,58.18283765674181,2021-02-02T17:05:27.000000Z,1.0,13rbdSBcshNAkLLJKiBUxzYjRnX3G551AUd1CVGqqe7HExScDc4,1,zealous-gingham-dolphin,8c08b6a5d7b6bff,838659.0,838709,12.0,0.0,702108,838837,11YabtkKGH3YwbhDPSrRCf6M1iDEhjtL7dfuVYEELofuwjCiVUm,Mössebergsparken,Västra Götalands län,SE,Bestorp-Anneborg,Mössebergsparken,Västra Götalands län,Sweden,Bestorp-Anneborg,YmVzdG9ycC1hbm5lYm9yZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/78.73.132.172/tcp/44158'],838777.0
17009,18.082757467712632,59.317868996099094,2021-02-02T16:36:16.000000Z,0.5434722900390625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,prehistoric-hazelnut-sheep,8c0886618422dff,838662.0,838793,12.0,0.0,702073,838837,116NWT7jS45AsQScyMSsonV3WzsKF4ojkUvaXG6JdCW1wv1uPsd,Renstiernas gata,Stockholms län,SE,Södermalm,Renstiernas gata,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/p2p/112YLHfVhCrA8PC52bYMkmrYAZsMF4vDY3DZcH3p41Vi1jnDv9f2/p2p-circuit/p2p/116NWT7jS45AsQScyMSsonV3WzsKF4ojkUvaXG6JdCW1wv1uPsd'],838723.0
17044,11.995930638441274,57.6807554168605,2021-02-01T21:09:27.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,zesty-grey-chicken,8c1f25069010bff,838651.0,838701,12.0,0.0,700899,838837,11u4XLetGNzvkDDe15F74kWzK8Y2eFac1c6bLBtQhkdQzM8RxYp,Falkenbergsgatan,Västra Götalands län,SE,Krokslätt,Falkenbergsgatan,Västra Götalands län,Sweden,Krokslätt,a3Jva3Nsw6R0dHbDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/89.160.37.84/tcp/27478'],838765.0
17248,16.286003403842955,60.5458414439726,2021-01-29T09:33:56.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,1,gentle-iris-pigeon,8c0884a43495bff,838661.0,838711,12.0,0.0,696459,838837,11HXHhF7iEsQuritkLER7xoXW98tS45eCk8e8GRcoF7YVFoPXd8,Skolgatan,Gävleborgs län,SE,Hofors,Skolgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/ip4/81.232.137.216/tcp/61959'],838630.0
17296,18.02076680600407,59.307598068966634,2021-01-28T19:34:16.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,blunt-strawberry-halibut,8c08866110069ff,838713.0,838793,12.0,0.0,695768,838837,112uF9G76ZKi583BHzrroqHp4aCWFH5PD1zPQPfPxBD62ZgaAFa2,Nybohovsgränd,Stockholms län,SE,Hägersten-Liljeholmen,Nybohovsgränd,Stockholms län,Sweden,Hägersten-Liljeholmen,aMOkZ2Vyc3Rlbi1saWxqZWhvbG1lbnN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/80.217.165.46/tcp/9289'],838663.0
17315,16.29121106080991,60.54732488453908,2021-01-28T12:21:36.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,5,early-banana-ostrich,8c0884a5cb28dff,838784.0,838834,12.0,0.0,695415,838837,11xqUST7ofaiFem3qHSmRWMJo649VMyvjGgbzw7RY9p6gjVjAje,Storgatan,Gävleborgs län,SE,Hofors,Storgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,['/p2p/11hNhuUKDwzafoADau9bx8n2PVXFy3kCxk1N4vwKNZoHyv9aPeo/p2p-circuit/p2p/11xqUST7ofaiFem3qHSmRWMJo649VMyvjGgbzw7RY9p6gjVjAje'],838746.0
17317,16.28728973211265,60.553301531215745,2021-01-28T08:35:06.000000Z,1.0,13NCaCjEqGPCrMgEGkzjLEAX3dfaGDNA9SksARATyRgEyxuJLGg,2,witty-burgundy-beaver,8c0884a437217ff,838768.0,838818,12.0,0.0,695214,838837,112Hspjpeg9yRqo1DPaCy7yGMcuGyg93ZXT9TzB8ZFk4piTLo7fL,Källgatan,Gävleborgs län,SE,Hofors,Källgatan,Gävleborgs län,Sweden,Hofors,aG9mb3JzZ8OkdmxlYm9yZ3MgbMOkbnN3ZWRlbg,online,"['/ip4/2.67.197.223/tcp/44158', '/ip4/79.138.222.144/tcp/44158']",838721.0
17411,18.090741330062905,59.30324686130637,2021-01-26T21:33:18.000000Z,0.5434722900390625,14YrxhGtHr3XxU91v1wA8umqV76ssjGmQMwwghS7YAEmZFgDmhE,1,steep-iron-elk,8c088661aca43ff,838642.0,838692,12.0,0.0,693450,838837,11qbA1F2SqR2HF8RBHq9ratpxxkSwFbGpjAZxXbdMzeCiMK5MoB,Hammarby allé,Stockholms län,SE,Södermalm,Hammarby allé,Stockholms län,Sweden,Södermalm,c8O2ZGVybWFsbXN0b2NraG9sbXMgbMOkbnN3ZWRlbg,online,['/ip4/83.248.57.183/tcp/44158'],838759.0
17467,11.969925259451427,57.699906211698156,2021-01-26T14:02:01.000000Z,0.7142791748046875,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,damp-white-cricket,8c1f2506d8847ff,838643.0,838833,12.0,0.0,693055,838837,112638Zq4es37K1jcEVVLUU52ak52mxbpD8f73pHF9KXeqLtA6Rj,Vasaplatsen,Västra Götalands län,SE,Lorensberg,Vasaplatsen,Västra Götalands län,Sweden,Lorensberg,bG9yZW5zYmVyZ3bDpHN0cmEgZ8O2dGFsYW5kcyBsw6Ruc3dlZGVu,online,['/ip4/188.149.57.121/tcp/22768'],838770.0
17468,11.9594066834696,57.701871869129114,2021-01-26T14:00:47.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,future-blue-bird,8c1f25a936f41ff,838787.0,838837,12.0,0.0,693054,838837,112F1CApqkMeCJjEjyicv88GLAEB8cBWuwetAkyAbUZP7xKRwXxS,Arsenalsgatan,Västra Götalands län,SE,Inom Vallgraven,Arsenalsgatan,Västra Götalands län,Sweden,Inom Vallgraven,aW5vbSB2YWxsZ3JhdmVudsOkc3RyYSBnw7Z0YWxhbmRzIGzDpG5zd2VkZW4,online,['/ip4/83.253.185.161/tcp/61289'],838775.0
17470,18.05771396882979,59.34939340868317,2021-01-26T13:32:21.000000Z,1.0,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,1,decent-eggplant-kitten,8c088660e6b35ff,838808.0,838823,12.0,0.0,693039,838837,1125mrnTKH7mRduLx5hxfCZRCv3kRULA3NKZ7DYMu1RTBLT8E58k,Ingemarsgatan,Stockholms län,SE,Norrmalm,Ingemarsgatan,Stockholms län,Sweden,Norrmalm,bm9ycm1hbG1zdG9ja2hvbG1zIGzDpG5zd2VkZW4,online,['/ip4/89.160.98.215/tcp/24963'],838767.0
17471,18.021938041152904,59.32638212775878,2021-01-26T13:21:51.000000Z,0.2717437744140625,14Rqw67Er4T4mDitRR5hkvDbefXUhVQGiaVV4yzgSF3sVtu6PfU,2,beautiful-berry-puma,8c088661c92b3ff,838294.0,838490,12.0,0.0,693030,838837,11cpWzMkaUuDNtrU8VcjnfSxnMnut8yA2mGdJKH2gb8Rkz6DUHi,Fyrverkarbacken,Stockholms län,SE,Kungsholmen,Fyrverkarbacken,Stockholms län,Sweden,Kungsholmen,a3VuZ3Nob2xtZW5zdG9ja2hvbG1zIGzDpG5zd2VkZW4,offline,['/ip4/158.174.197.99/tcp/52065'],838557.0
